id,close,datetime,high,low,name,open,volume
175,2386.12988,2020-03-16,2562.97998,2380.93994,SNP,2508.59009,7781540000
176,2711.02002,2020-03-13,2711.33008,2492.37012,SNP,2569.98999,8258670000
177,2480.63989,2020-03-12,2660.94995,2478.86011,SNP,2630.86011,8829380000
178,2741.37988,2020-03-11,2825.60010,2707.21997,SNP,2825.60010,7374110000
179,2882.22998,2020-03-10,2882.59009,2734.00000,SNP,2813.47998,7635960000
180,2746.56006,2020-03-09,2863.88989,2734.42993,SNP,2863.88989,8423050000
181,2972.37012,2020-03-06,2985.92993,2901.54004,SNP,2954.19995,6552140000
182,3023.93994,2020-03-05,3083.04004,2999.83008,SNP,3075.69995,5575550000
183,3130.12012,2020-03-04,3130.96997,3034.37988,SNP,3045.75000,5035480000
184,3003.37012,2020-03-03,3136.71997,2976.62988,SNP,3096.45996,6355940000
185,3090.22998,2020-03-02,3090.95996,2945.18994,SNP,2974.28003,6376400000
186,2954.21997,2020-02-28,2959.71997,2855.84009,SNP,2916.89990,8563850000
187,2978.76001,2020-02-27,3097.07007,2977.38989,SNP,3062.54004,7058840000
188,3116.38989,2020-02-26,3182.51001,3108.98999,SNP,3139.89990,5478110000
189,3128.20996,2020-02-25,3246.98999,3118.77002,SNP,3238.93994,5591510000
190,3225.88989,2020-02-24,3259.81006,3214.64990,SNP,3257.61011,4842960000
191,3337.75000,2020-02-21,3360.76001,3328.44995,SNP,3360.50000,3899270000
192,3373.22998,2020-02-20,3389.14990,3341.02002,SNP,3380.44995,4007320000
193,3386.14990,2020-02-19,3393.52002,3378.83008,SNP,3380.38989,3600150000
194,3370.29004,2020-02-18,3375.01001,3355.61011,SNP,3369.04004,3746720000
195,3380.15991,2020-02-14,3380.68994,3366.14990,SNP,3378.08008,3398040000
196,3373.93994,2020-02-13,3385.09009,3360.52002,SNP,3365.89990,3498240000
197,3379.44995,2020-02-12,3381.46997,3369.71997,SNP,3370.50000,3926380000
198,3357.75000,2020-02-11,3375.62988,3352.71997,SNP,3365.87012,3760550000
199,3352.09009,2020-02-10,3352.26001,3317.77002,SNP,3318.28003,3450350000
200,3327.70996,2020-02-07,3341.41992,3322.12012,SNP,3335.54004,3730650000
201,3345.78003,2020-02-06,3347.95996,3334.38989,SNP,3344.91992,3868370000
202,3334.68994,2020-02-05,3337.58008,3313.75000,SNP,3324.90991,4117730000
203,3297.59009,2020-02-04,3306.91992,3280.61011,SNP,3280.61011,3995320000
204,3248.91992,2020-02-03,3268.43994,3235.65991,SNP,3235.65991,3757910000
205,3225.52002,2020-01-31,3282.33008,3214.67993,SNP,3282.33008,4527830000
206,3283.65991,2020-01-30,3285.90991,3242.80005,SNP,3256.44995,3787250000
207,3273.39990,2020-01-29,3293.46997,3271.88989,SNP,3289.45996,3584500000
208,3276.23999,2020-01-28,3285.78003,3253.21997,SNP,3255.35010,3526720000
209,3243.62988,2020-01-27,3258.85010,3234.50000,SNP,3247.15991,3823100000
210,3295.46997,2020-01-24,3333.17993,3281.53003,SNP,3333.10010,3707130000
211,3325.54004,2020-01-23,3326.87988,3301.87012,SNP,3315.77002,3764860000
212,3321.75000,2020-01-22,3337.77002,3320.04004,SNP,3330.02002,3619850000
213,3320.79004,2020-01-21,3329.79004,3316.61011,SNP,3321.03003,4105340000
214,3329.62012,2020-01-17,3329.87988,3318.86011,SNP,3323.65991,3698170000
215,3316.81006,2020-01-16,3317.11011,3302.82007,SNP,3302.96997,3535080000
216,3289.29004,2020-01-15,3298.65991,3280.68994,SNP,3282.27002,3716840000
217,3283.14990,2020-01-14,3294.25000,3277.18994,SNP,3285.35010,3665130000
218,3288.12988,2020-01-13,3288.12988,3268.42993,SNP,3271.12988,3456380000
219,3265.35010,2020-01-10,3282.98999,3260.86011,SNP,3281.81006,3212970000
220,3274.69995,2020-01-09,3275.58008,3263.66992,SNP,3266.03003,3638390000
221,3253.05005,2020-01-08,3267.07007,3236.66992,SNP,3238.59009,3720890000
222,3237.17993,2020-01-07,3244.90991,3232.42993,SNP,3241.86011,3420380000
223,3246.28003,2020-01-06,3246.84009,3214.63989,SNP,3217.55005,3674070000
224,3234.85010,2020-01-03,3246.14990,3222.34009,SNP,3226.36011,3461290000
225,3257.85010,2020-01-02,3258.13989,3235.53003,SNP,3244.66992,3458250000
226,7373.08008,2020-04-03,7518.72021,7288.10986,IXIC,7477.27002,3279100000
227,7487.31006,2020-04-02,7501.70020,7307.95020,IXIC,7317.45020,3608190000
228,7360.58008,2020-04-01,7566.37012,7301.97998,IXIC,7459.50000,3685510000
229,7700.10010,2020-03-31,7880.31006,7642.85986,IXIC,7740.06006,4059700000
230,7774.14990,2020-03-30,7784.35010,7539.97021,IXIC,7583.45996,3846900000
231,7502.37988,2020-03-27,7716.24023,7491.14014,IXIC,7554.25000,3977010000
232,7797.54004,2020-03-26,7809.83008,7462.20996,IXIC,7462.20996,3999850000
233,7384.29980,2020-03-25,7671.20996,7276.39990,IXIC,7421.35986,4666440000
234,7417.85986,2020-03-24,7418.37012,7169.85986,IXIC,7196.14990,4417380000
235,6860.66992,2020-03-23,6984.93994,6631.41992,IXIC,6847.27979,4330610000
236,6879.52002,2020-03-20,7354.43994,6854.66992,IXIC,7248.06982,5239940000
237,7150.58008,2020-03-19,7341.37988,6858.37988,IXIC,6996.45020,4762170000
238,6989.83984,2020-03-18,7182.83008,6686.35986,IXIC,6902.31982,4890820000
239,7334.77979,2020-03-17,7406.22998,6828.91016,IXIC,7072.00000,4900000000
240,6904.58984,2020-03-16,7422.20020,6882.85986,IXIC,7392.72998,4594360000
241,7874.87988,2020-03-13,7875.93018,7219.08984,IXIC,7610.39014,4685890000
242,7201.79980,2020-03-12,7712.33008,7194.66992,IXIC,7398.58008,5066530000
243,7952.04980,2020-03-11,8181.35986,7850.95020,IXIC,8136.25000,4273890000
244,8344.25000,2020-03-10,8347.40039,7930.43018,IXIC,8219.75977,4431930000
245,7950.68018,2020-03-09,8243.30957,7943.16016,IXIC,7957.93018,4530350000
246,8575.62012,2020-03-06,8612.36035,8375.12988,IXIC,8469.01953,4279850000
247,8738.58984,2020-03-05,8921.08008,8677.38965,IXIC,8790.08984,3748090000
248,9018.08984,2020-03-04,9019.95996,8757.66016,IXIC,8834.09961,3602870000
249,8684.08984,2020-03-03,9070.32031,8602.88965,IXIC,8965.09961,4336700000
250,8952.16992,2020-03-02,8952.80957,8543.34961,IXIC,8667.13965,4232760000
251,8567.37012,2020-02-28,8591.82031,8264.16016,IXIC,8269.74023,5301170000
252,8566.48047,2020-02-27,8904.11035,8562.04980,IXIC,8744.03027,4536080000
253,8980.78027,2020-02-26,9148.32031,8927.79980,IXIC,9011.54980,3567830000
254,8965.61035,2020-02-25,9315.25977,8940.49023,IXIC,9301.20020,3583400000
255,9221.28027,2020-02-24,9322.87988,9166.00977,IXIC,9188.44043,3177000000
256,9576.58984,2020-02-21,9715.95020,9542.33008,IXIC,9708.00977,2743010000
257,9750.96973,2020-02-20,9820.86035,9636.94043,IXIC,9799.20020,2735610000
258,9817.17969,2020-02-19,9838.37012,9777.09961,IXIC,9782.80957,2462530000
259,9732.74023,2020-02-18,9747.67969,9675.79980,IXIC,9679.04004,2273460000
260,9731.17969,2020-02-14,9746.36035,9693.04980,IXIC,9728.90039,2222240000
261,9711.96973,2020-02-13,9748.32031,9650.01953,IXIC,9657.04004,2239270000
262,9725.95996,2020-02-12,9728.76953,9666.69043,IXIC,9688.59961,2355000000
263,9638.94043,2020-02-11,9714.74023,9617.20996,IXIC,9680.88965,2423670000
264,9628.38965,2020-02-10,9628.66016,9493.62988,IXIC,9493.62988,2179310000
265,9520.50977,2020-02-07,9570.08984,9496.53027,IXIC,9526.63965,2238670000
266,9572.15039,2020-02-06,9575.66016,9505.67969,IXIC,9540.98047,2267300000
267,9508.67969,2020-02-05,9574.94043,9454.92969,IXIC,9574.09961,2462470000
268,9467.96973,2020-02-04,9485.37988,9374.04980,IXIC,9398.38965,2445420000
269,9273.40039,2020-02-03,9299.84961,9188.54980,IXIC,9190.71973,2420510000
270,9150.94043,2020-01-31,9324.79980,9123.21973,IXIC,9324.33008,2685840000
271,9298.92969,2020-01-30,9303.00000,9185.17969,IXIC,9211.15039,2333500000
272,9275.16016,2020-01-29,9329.12012,9249.04004,IXIC,9318.25977,2223480000
273,9269.67969,2020-01-28,9288.87012,9182.33008,IXIC,9201.82031,2157830000
274,9139.30957,2020-01-27,9185.45020,9088.04004,IXIC,9092.45996,2583330000
275,9314.91016,2020-01-24,9451.42969,9273.23047,IXIC,9446.20996,2611710000
276,9402.48047,2020-01-23,9409.20020,9334.12988,IXIC,9377.71973,2460050000
277,9383.76953,2020-01-22,9439.29004,9375.12988,IXIC,9413.61035,2449390000
278,9370.80957,2020-01-21,9397.58008,9350.20020,IXIC,9361.07031,2684540000
279,9388.94043,2020-01-17,9393.48047,9346.80957,IXIC,9392.37012,2522670000
280,9357.12988,2020-01-16,9357.91992,9301.32031,IXIC,9313.45020,2301400000
281,9258.70020,2020-01-15,9298.82031,9231.13965,IXIC,9253.75977,2435650000
282,9251.33008,2020-01-14,9298.33008,9226.49023,IXIC,9270.61035,2542170000
283,9273.92969,2020-01-13,9274.49023,9193.05957,IXIC,9213.71973,2530270000
284,9178.86035,2020-01-10,9235.20020,9164.66016,IXIC,9232.95020,2378990000
285,9203.42969,2020-01-09,9215.95020,9158.50000,IXIC,9202.26953,2534700000
286,9129.24023,2020-01-08,9168.88965,9059.37988,IXIC,9068.03027,2464090000
287,9068.58008,2020-01-07,9091.92969,9042.54980,IXIC,9076.63965,2352850000
288,9071.46973,2020-01-06,9072.41016,8943.50000,IXIC,8943.50000,2788120000
289,9020.76953,2020-01-03,9065.75977,8976.42969,IXIC,8976.42969,2567400000
290,9092.19043,2020-01-02,9093.42969,9010.88965,IXIC,9039.45996,2848370000
291,46.80000,2020-04-03,52.29000,46.74000,VIX,51.11000,
292,50.91000,2020-04-02,57.24000,50.45000,VIX,54.46000,
293,57.06000,2020-04-01,60.59000,52.76000,VIX,57.38000,
294,53.54000,2020-03-31,58.75000,50.88000,VIX,56.69000,
295,57.08000,2020-03-30,67.69000,56.60000,VIX,66.30000,
296,65.54000,2020-03-27,69.10000,61.80000,VIX,64.95000,
297,61.00000,2020-03-26,67.06000,57.66000,VIX,65.67000,
298,63.95000,2020-03-25,68.86000,58.03000,VIX,61.44000,
299,61.67000,2020-03-24,61.88000,36.24000,VIX,58.76000,
300,61.59000,2020-03-23,76.74000,60.46000,VIX,74.08000,
301,66.04000,2020-03-20,69.51000,57.42000,VIX,67.86000,
302,72.00000,2020-03-19,84.26000,68.57000,VIX,80.62000,
303,76.45000,2020-03-18,85.47000,69.37000,VIX,69.37000,
304,75.91000,2020-03-17,84.83000,70.37000,VIX,82.69000,
305,82.69000,2020-03-16,83.56000,57.83000,VIX,57.83000,
306,57.83000,2020-03-13,77.57000,55.17000,VIX,65.07000,
307,75.47000,2020-03-12,76.83000,59.91000,VIX,61.46000,
308,53.90000,2020-03-11,55.82000,49.98000,VIX,52.24000,
309,47.30000,2020-03-10,55.66000,43.56000,VIX,49.68000,
310,54.46000,2020-03-09,62.12000,41.94000,VIX,41.94000,
311,41.94000,2020-03-06,54.39000,40.84000,VIX,48.93000,
312,39.62000,2020-03-05,42.84000,33.54000,VIX,33.61000,
313,31.99000,2020-03-04,35.58000,30.30000,VIX,34.44000,
314,36.82000,2020-03-03,41.06000,24.93000,VIX,33.65000,
315,33.42000,2020-03-02,40.41000,31.50000,VIX,38.54000,
316,40.11000,2020-02-28,49.48000,39.37000,VIX,42.02000,
317,39.16000,2020-02-27,39.31000,29.37000,VIX,32.14000,
318,27.56000,2020-02-26,29.57000,24.76000,VIX,26.63000,
319,27.85000,2020-02-25,30.25000,22.62000,VIX,23.28000,
320,25.03000,2020-02-24,26.35000,22.00000,VIX,22.25000,
321,17.08000,2020-02-21,18.21000,16.19000,VIX,17.33000,
322,15.56000,2020-02-20,17.21000,14.49000,VIX,14.54000,
323,14.38000,2020-02-19,14.74000,14.21000,VIX,14.66000,
324,14.83000,2020-02-18,15.49000,14.53000,VIX,14.98000,
325,13.68000,2020-02-14,14.54000,13.38000,VIX,14.12000,
326,14.15000,2020-02-13,15.44000,14.00000,VIX,14.43000,
327,13.74000,2020-02-12,14.88000,13.73000,VIX,14.86000,
328,15.18000,2020-02-11,15.27000,14.38000,VIX,14.91000,
329,15.04000,2020-02-10,16.43000,15.01000,VIX,15.88000,
330,15.47000,2020-02-07,16.16000,14.81000,VIX,15.07000,
331,14.96000,2020-02-06,15.66000,14.70000,VIX,15.13000,
332,15.15000,2020-02-05,16.32000,15.02000,VIX,16.29000,
333,16.05000,2020-02-04,16.46000,15.63000,VIX,16.45000,
334,17.97000,2020-02-03,18.88000,17.10000,VIX,18.64000,
335,18.84000,2020-01-31,19.99000,16.18000,VIX,16.25000,
336,15.49000,2020-01-30,18.39000,15.30000,VIX,17.82000,
337,16.39000,2020-01-29,16.65000,14.94000,VIX,15.68000,
338,16.28000,2020-01-28,18.03000,15.69000,VIX,16.94000,
339,18.23000,2020-01-27,19.02000,16.82000,VIX,17.42000,
340,14.56000,2020-01-24,15.98000,12.62000,VIX,12.75000,
341,12.98000,2020-01-23,14.15000,12.94000,VIX,13.26000,
342,12.91000,2020-01-22,13.01000,12.31000,VIX,12.45000,
343,12.85000,2020-01-21,13.33000,12.32000,VIX,13.23000,
344,12.10000,2020-01-17,12.48000,11.75000,VIX,12.21000,
345,12.32000,2020-01-16,12.42000,11.78000,VIX,12.20000,
346,12.42000,2020-01-15,12.83000,11.95000,VIX,12.79000,
347,12.39000,2020-01-14,13.82000,12.05000,VIX,12.72000,
348,12.32000,2020-01-13,13.09000,12.32000,VIX,12.84000,
349,12.56000,2020-01-10,12.87000,12.09000,VIX,12.42000,
350,12.54000,2020-01-09,13.24000,12.53000,VIX,12.95000,
351,13.45000,2020-01-08,15.24000,12.83000,VIX,15.16000,
352,13.79000,2020-01-07,14.46000,13.39000,VIX,13.84000,
353,13.85000,2020-01-06,16.39000,13.54000,VIX,15.45000,
354,14.02000,2020-01-03,16.20000,13.13000,VIX,15.01000,
355,12.47000,2020-01-02,13.72000,12.42000,VIX,13.46000,
